,delay
0,3.441753387451172
1,0.1747114658355713
2,0.1805431842803955
3,0.17374396324157715
4,0.18523931503295898
5,0.2066211700439453
6,0.17901873588562012
7,0.18215489387512207
8,0.17549920082092285
9,0.2236495018005371
10,0.16969823837280273
11,0.17084455490112305
12,0.17150664329528809
13,0.1873950958251953
14,0.16586780548095703
15,0.18157219886779785
16,0.19461822509765625
17,0.16690611839294434
18,0.17348694801330566
19,0.18686628341674805
20,0.17659664154052734
21,0.18138885498046875
22,0.1672663688659668
23,0.17612147331237793
24,0.17767333984375
25,0.1748039722442627
26,0.17505526542663574
27,0.17619609832763672
28,0.1674964427947998
29,0.17243361473083496
30,0.17474961280822754
31,0.1730945110321045
32,0.1756606101989746
33,0.1685342788696289
34,0.21704339981079102
35,0.18718171119689941
36,0.17463350296020508
37,0.18217802047729492
38,0.17636489868164062
39,0.20091557502746582
40,0.1791245937347412
41,0.17678070068359375
42,0.17726373672485352
43,0.1743772029876709
44,0.1739950180053711
45,0.1738719940185547
46,0.17104244232177734
47,0.16834402084350586
48,0.17569994926452637
49,0.17657089233398438
50,0.1975235939025879
51,0.17905020713806152
52,0.17215561866760254
53,0.1775195598602295
54,0.1712942123413086
55,0.17366743087768555
56,0.1759963035583496
57,0.1726219654083252
58,0.17715907096862793
59,0.16758298873901367
60,0.1775057315826416
61,0.25858259201049805
62,0.17589879035949707
63,0.16924357414245605
64,0.1733102798461914
65,0.17684078216552734
66,0.17455005645751953
67,0.2421712875366211
68,0.1757824420928955
69,0.1776900291442871
70,0.17208361625671387
71,0.17316865921020508
72,0.2018728256225586
73,0.16633248329162598
74,0.17543673515319824
75,0.16981148719787598
76,0.17708277702331543
77,0.18833351135253906
78,0.17822623252868652
79,0.17808985710144043
80,0.1724550724029541
81,0.16900897026062012
82,0.1726851463317871
83,0.19974780082702637
84,0.17559289932250977
85,0.1801908016204834
86,0.17789387702941895
87,0.1800549030303955
88,0.21789956092834473
89,0.17710041999816895
90,0.17765522003173828
91,0.17609357833862305
92,0.1724853515625
93,0.17430496215820312
94,0.22875165939331055
95,0.17528223991394043
96,0.17928194999694824
97,0.17723584175109863
98,0.17358875274658203
99,0.17220497131347656
100,0.17394495010375977
101,0.1741170883178711
102,0.18086838722229004
103,0.17334628105163574
104,0.17516374588012695
105,0.1715075969696045
106,0.17240023612976074
107,0.1733701229095459
108,0.1842963695526123
109,0.1675550937652588
110,0.16872763633728027
111,0.18240904808044434
112,0.17561817169189453
113,0.18561387062072754
114,0.17532801628112793
